date,nav
2020-11-19,58.07420
2020-11-18,58.58990
2020-11-17,58.22120
2020-11-13,57.22810
2020-11-12,56.95530
2020-11-11,56.94310
2020-11-10,56.29030
2020-11-09,55.96570
2020-11-06,55.31690
2020-11-05,54.90990
2020-11-04,54.03520
2020-11-03,53.45320
2020-11-02,52.89320
2020-10-30,52.64320
2020-10-29,52.82080
2020-10-28,52.73350
2020-10-27,53.33190
2020-10-26,52.05460
2020-10-23,52.38180
2020-10-22,51.87350
2020-10-21,51.85580
2020-10-20,51.97590
2020-10-19,51.79390
2020-10-16,51.50000
2020-10-15,51.03830
2020-10-14,52.16710
2020-10-13,51.78950
2020-10-12,52.00310
2020-10-09,52.06840
2020-10-08,52.08170
2020-10-07,51.76900
2020-10-06,51.84710
2020-10-05,51.34160
2020-10-01,51.24880
2020-09-30,50.57190
2020-09-29,50.33040
2020-09-28,50.19290
2020-09-25,49.17430
2020-09-24,48.05020
2020-09-23,49.33470
2020-09-22,49.52750
2020-09-21,49.88140
2020-09-18,51.10810
2020-09-17,51.24360
2020-09-16,51.52360
2020-09-15,51.24060
2020-09-14,50.83300
2020-09-11,50.74720
2020-09-10,50.66510
2020-09-09,50.32180
2020-09-08,50.68460
2020-09-07,50.99700
2020-09-04,51.13270
2020-09-03,51.76690
2020-09-02,51.56320
2020-09-01,51.26170
2020-08-31,50.57800
2020-08-28,52.15290
2020-08-27,51.81770
2020-08-26,51.91630
2020-08-25,51.80470
2020-08-24,51.52920
2020-08-21,51.04600
2020-08-20,50.78880
2020-08-19,50.87470
2020-08-18,50.73730
2020-08-17,50.07810
2020-08-14,49.64590
2020-08-13,50.22080
2020-08-12,50.11730
2020-08-11,50.33300
2020-08-10,50.33490
2020-08-07,49.76960
2020-08-06,49.37850
2020-08-05,48.95440
2020-08-04,48.75270
2020-08-03,48.07670
2020-07-31,48.62720
2020-07-30,48.46340
2020-07-29,48.61870
2020-07-28,48.69650
2020-07-27,47.93890
2020-07-24,48.28860
2020-07-23,48.86020
2020-07-22,48.52530
2020-07-21,48.85790
2020-07-20,48.73710
2020-07-17,48.01030
2020-07-16,47.57820
2020-07-15,47.35820
2020-07-14,47.26940
2020-07-13,48.02250
2020-07-10,48.35860
2020-07-09,48.64520
2020-07-08,48.28970
2020-07-07,49.00730
2020-07-06,48.23510
2020-07-03,47.57850
2020-07-02,47.62970
2020-07-01,47.25750
2020-06-30,47.03990
2020-06-29,46.97650
2020-06-26,47.17400
2020-06-25,47.08160
2020-06-24,47.03490
2020-06-23,47.71310
2020-06-22,46.91440
2020-06-19,46.54000
2020-06-18,46.20210
2020-06-17,45.73570
2020-06-16,45.84540
2020-06-15,45.42100
2020-06-12,46.14030
2020-06-11,45.77060
2020-06-10,46.46330
2020-06-09,46.21800
2020-06-08,46.72920
2020-06-05,46.77590
2020-06-04,46.27980
2020-06-03,46.59340
2020-06-02,46.26770
2020-06-01,45.60820
2020-05-29,44.64620
2020-05-28,44.02030
